project,tool,description,permission,apis,inferable_from_description,reason
taskade_mcp,taskMove,Move a task within the project,AI and Machine Learning Services,config.executeToolCall,no,"The description implies a simple data update (L2), but the permission enables executing arbitrary tool calls (L3), which is a strictly higher-impact capability."
taskade_mcp,taskMove,Move a task within the project,Specialized Domain Data Services,@modelcontextprotocol/sdk/server/mcp.McpServer.defaultExecuteToolCall; @modelcontextprotocol/sdk/server/mcp.McpServer.executeToolCall,no,"The description implies a simple data update (L2), but the permission enables executing arbitrary tool calls via the MCP server (L3), which is a strictly higher-impact capability."
taskade_mcp,taskMove,Move a task within the project,System Command Execution,@modelcontextprotocol/sdk/server/mcp.prepareToolCallOperation,no,"The description implies a simple data update (L2), but the permission enables preparing and executing system-level tool operations (L3), which is a strictly higher-impact capability."
taskade_mcp,taskNotePut,Add/update a note to the task,AI and Machine Learning Services,config.executeToolCall,no,"The tool description implies a simple data update (L2), but the actual permission enables executing arbitrary tool calls (L3), which is a strictly higher-impact capability."
taskade_mcp,taskNotePut,Add/update a note to the task,Specialized Domain Data Services,@modelcontextprotocol/sdk/server/mcp.McpServer.defaultExecuteToolCall; @modelcontextprotocol/sdk/server/mcp.McpServer.executeToolCall,no,"The tool description implies a simple data update (L2), but the actual permission enables executing arbitrary tool calls via the MCP server (L3), which is a strictly higher-impact capability."
taskade_mcp,taskNotePut,Add/update a note to the task,System Command Execution,@modelcontextprotocol/sdk/server/mcp.prepareToolCallOperation,no,"The tool description implies a simple data update (L2), but the actual permission enables preparing and executing system-level tool operations (L3), which is a strictly higher-impact capability."
taskade_mcp,taskPut,Update task.,AI and Machine Learning Services,config.executeToolCall,no,"The description implies a simple data update (L2), but the permission enables executing arbitrary tool calls (L3), which is a strictly higher-impact capability."
taskade_mcp,taskPut,Update task.,Specialized Domain Data Services,@modelcontextprotocol/sdk/server/mcp.McpServer.defaultExecuteToolCall; @modelcontextprotocol/sdk/server/mcp.McpServer.executeToolCall,no,"The description implies a simple data update (L2), but the permission enables executing arbitrary tool calls via the MCP server (L3), which is a strictly higher-impact capability."
taskade_mcp,taskPut,Update task.,System Command Execution,@modelcontextprotocol/sdk/server/mcp.prepareToolCallOperation,no,"The description implies a simple data update (L2), but the permission enables preparing and executing system-level operations (L3), which is a strictly higher-impact capability."
taskade_mcp,taskPutAssignees,Task assignment,AI and Machine Learning Services,config.executeToolCall,no,"The tool description implies a simple data update (L2), but the actual permission enables executing arbitrary AI tool calls, which is a significantly higher-impact capability involving potential code or command execution."
taskade_mcp,taskPutAssignees,Task assignment,Specialized Domain Data Services,@modelcontextprotocol/sdk/server/mcp.McpServer.defaultExecuteToolCall; @modelcontextprotocol/sdk/server/mcp.McpServer.executeToolCall,no,"The visible schema suggests a standard task assignment update, whereas this permission grants access to the core MCP server execution engine, allowing for broader system-level interactions beyond the described scope."
taskade_mcp,taskPutAssignees,Task assignment,System Command Execution,@modelcontextprotocol/sdk/server/mcp.prepareToolCallOperation,no,"Assigning users to a task is a low-risk data modification, but this permission allows preparing and executing system-level operations, representing a severe escalation from data write to potential command execution."
taskade_mcp,taskPutDate,Create or update date for a task,AI and Machine Learning Services,config.executeToolCall,no,"The tool description implies a simple data update (L2), but the actual permission enables executing arbitrary tool calls via AI services, which is a significantly higher-impact capability involving system control and potential recursion."
taskade_mcp,taskPutDate,Create or update date for a task,Specialized Domain Data Services,@modelcontextprotocol/sdk/server/mcp.McpServer.defaultExecuteToolCall; @modelcontextprotocol/sdk/server/mcp.McpServer.executeToolCall,no,"The description suggests a direct database field update, but the permission allows executing arbitrary tool calls through the MCP server, representing a broader system execution capability not implied by the schema."
taskade_mcp,taskPutDate,Create or update date for a task,System Command Execution,@modelcontextprotocol/sdk/server/mcp.prepareToolCallOperation,no,"Updating a task date is a low-risk data mutation, whereas this permission enables preparing and executing arbitrary system operations or tool calls, which is a strictly higher-impact capability."
taskade_mcp,workspaceCreateProject,Create a project in a workspace,AI and Machine Learning Services,config.executeToolCall,no,"The description implies a standard data creation action (L2), but the actual permission involves executing tool calls via AI services, which represents a higher-impact capability for arbitrary code or tool execution (L3) not disclosed in the schema."
